train_id,adult_males,subadult_males,adult_females,juveniles,pups
494,17,4,64,13,16
495,4,2,1,1,0
496,3,0,9,35,0
497,5,10,20,19,13
498,2,0,29,6,1
499,8,0,30,4,24
500,5,2,15,12,0
501,2,0,0,0,0
502,2,2,0,2,0
503,0,1,0,0,0
504,7,0,81,36,7
505,15,1,52,4,44
506,1,4,2,8,0
507,12,2,162,9,115
508,1,5,0,0,0
509,22,21,40,11,1
510,4,1,12,2,0
511,3,2,0,0,0
512,3,2,0,6,0
513,4,6,8,2,0
514,3,14,36,21,0
515,3,1,16,47,0
516,2,2,18,34,0
517,3,0,5,4,0
518,1,4,31,0,0
519,2,0,11,14,0
520,1,0,13,13,0
521,2,3,52,46,0
522,5,3,3,1,0
523,1,8,9,1,1
524,3,3,20,28,0
525,13,17,133,32,102
526,0,3,0,3,0
527,14,3,87,21,39
528,2,2,29,41,0
529,1,2,0,37,0
530,3,0,33,42,0
531,3,4,31,68,0
532,6,5,68,6,88
533,1,0,0,0,0
534,0,0,6,8,0
535,2,2,0,0,0
536,5,3,66,30,1
537,4,0,9,17,2
538,19,9,113,24,105
539,2,3,0,0,0
540,0,0,30,13,0
541,0,0,11,9,0
542,2,5,0,0,0
543,4,2,21,9,7
544,2,1,19,3,0
545,3,12,24,24,0
546,3,1,116,97,0
547,6,3,25,0,15
548,0,0,24,33,0
549,3,5,0,0,0
550,21,10,130,15,16
551,1,4,0,0,0
552,2,2,3,1,0
553,7,0,4,0,2
554,2,1,4,16,0
555,3,0,1,5,1
556,31,13,200,75,268
557,5,31,13,11,0
558,1,1,21,30,0
559,47,16,322,41,300
560,22,14,134,116,43
561,1,1,0,0,0
562,1,2,32,58,0
563,0,1,1,0,0
564,2,0,28,14,0
565,5,4,30,47,0
566,0,0,1,0,0
567,2,1,32,15,0
568,3,8,1,5,0
569,0,1,19,27,0
570,9,4,38,92,0
571,3,17,0,0,0
572,2,3,1,0,0
573,12,4,105,203,2
574,15,5,288,11,211
575,2,0,12,24,0
576,1,5,0,0,0
577,5,5,17,11,0
578,2,1,32,13,0
579,3,0,1,0,0
580,4,6,15,2,1
581,2,1,35,22,0
582,8,18,79,25,0
583,14,12,88,47,38
584,5,23,98,25,0
585,6,2,27,5,12
586,5,6,20,1,21
587,6,2,32,1,38
588,6,0,0,0,0
589,7,6,38,1,20
590,28,5,149,11,129
591,1,0,0,0,0
592,1,1,0,0,0
593,11,4,18,1,0
594,10,9,75,1,57
595,2,0,0,0,0
596,2,2,0,0,0
597,4,3,1,6,0
598,5,1,39,15,23
599,1,0,0,0,0
600,3,1,20,7,0
601,2,2,34,2,0
602,6,18,85,17,40
603,4,12,31,80,2
604,8,3,33,8,0
605,1,2,70,102,0
606,1,9,0,0,0
607,1,5,0,21,0
608,10,7,73,50,66
609,1,1,11,3,0
610,1,2,0,1,0
611,5,0,56,0,41
612,2,0,19,49,0
613,2,25,0,13,0
614,1,7,11,26,0
615,0,3,0,0,0
616,2,3,0,18,0
617,1,3,0,8,0
618,5,3,21,1,17
619,4,6,14,7,9
620,0,1,0,0,0
621,3,8,0,0,0
622,1,1,21,25,0
623,1,0,1,4,0
624,2,3,17,49,0
625,8,6,245,20,0
626,1,4,9,11,0
627,18,15,129,67,71
628,0,9,0,2,0
629,0,4,4,14,0
630,4,1,1,0,1
631,0,3,4,31,0
632,5,4,16,0,0
633,0,4,21,19,0
634,1,1,11,57,0
635,5,25,0,10,0
636,1,0,0,16,0
637,20,3,112,23,118
638,4,1,5,0,3
639,16,10,43,6,21
640,7,6,6,4,2
641,3,7,19,45,0
642,15,1,94,16,83
643,17,5,160,8,162
644,2,1,24,9,0
645,1,2,6,9,0
646,1,2,3,2,0
647,17,4,88,45,54
648,6,12,0,0,0
649,3,34,0,59,0
650,0,8,0,13,0
651,1,0,1,0,0
652,5,5,34,7,28
653,1,1,0,0,0
654,0,0,15,45,0
655,3,10,7,2,0
656,3,1,5,1,0
657,1,0,2,0,2
658,2,4,0,2,0
659,1,1,2,0,0
660,1,0,0,14,0
661,18,13,39,2,14
662,9,4,81,7,23
663,12,10,91,19,158
664,8,4,25,10,10
665,7,0,38,51,0
666,26,6,168,25,105
667,3,0,19,38,2
668,2,4,39,18,0
669,4,21,1,7,0
670,3,7,0,3,0
671,1,2,19,50,0
672,6,3,0,0,0
673,4,7,5,3,0
674,2,3,10,5,0
675,13,2,85,7,21
676,9,1,57,7,35
677,5,5,53,30,0
678,1,4,16,2,1
679,13,3,39,1,42
680,1,3,15,10,0
681,8,1,51,7,24
682,19,6,164,7,109
683,8,0,41,5,45
684,6,39,4,85,0
685,6,2,68,100,0
686,3,4,3,19,0
687,14,6,103,18,66
688,13,4,104,11,77
689,1,4,3,28,0
690,1,3,0,0,0
691,4,0,12,0,8
692,4,6,0,0,0
693,1,0,0,0,0
694,1,1,0,0,0
695,0,3,9,0,0
696,9,36,0,2,0
697,2,3,0,0,0
698,1,1,0,8,0
699,4,3,1,0,1
700,9,4,20,8,2
701,34,5,228,38,176
702,7,1,23,6,14
703,12,5,113,13,91
704,6,3,51,496,0
705,32,10,269,30,183
706,1,0,11,19,0
707,17,6,251,17,225
708,0,5,0,0,0
709,6,0,24,8,2
710,3,1,9,5,0
711,0,4,0,0,0
712,6,1,16,6,12
713,8,1,35,19,18
714,2,0,19,29,0
715,5,17,51,139,0
716,0,0,20,34,0
717,1,0,0,0,0
718,3,0,12,85,0
719,19,2,143,13,119
720,3,15,0,7,0
721,9,19,53,58,0
722,2,2,2,0,0
723,0,1,0,72,0
724,4,4,26,2,6
725,0,1,20,19,0
726,1,1,1,0,0
727,2,1,0,0,0
728,12,0,161,15,130
729,1,4,24,5,0
730,7,1,113,28,0
731,0,1,0,1,0
732,28,8,213,5,138
733,20,0,139,12,114
734,3,4,51,4,49
735,8,2,25,2,29
736,2,3,0,0,0
737,2,3,0,1,0
738,0,0,3,3,0
739,0,3,95,22,0
740,17,8,88,18,10
741,11,5,211,211,0
742,41,8,288,22,230
743,1,2,0,0,0
744,3,4,0,10,0
745,3,18,12,5,0
746,3,2,23,1,18
747,7,2,40,4,36
748,4,4,37,3,26
749,10,0,49,1,42
750,11,5,8,0,0
751,3,0,7,0,0
752,1,0,1,8,0
753,1,0,0,0,0
754,2,1,0,0,0
755,4,12,13,74,3
756,9,3,56,30,57
757,11,6,48,54,12
758,20,10,259,40,151
759,6,1,56,51,0
760,12,1,60,14,31
761,5,11,14,3,10
762,7,0,57,7,56
763,1,0,0,0,0
764,3,0,48,43,1
765,15,4,68,28,20
766,3,0,16,3,0
767,1,3,6,20,0
768,1,6,0,5,0
769,5,3,2,4,0
770,2,0,34,10,0
771,4,5,26,39,0
772,1,0,4,7,0
773,2,0,0,0,0
774,4,3,44,4,41
775,1,0,3,2,0
776,30,10,305,11,210
777,2,7,29,12,0
778,2,4,0,0,0
779,3,1,0,1,0
780,0,2,3,0,0
781,4,7,4,0,0
782,15,9,49,4,35
783,4,3,15,9,8
784,2,10,4,32,0
785,3,2,6,1,0
786,0,4,0,18,0
787,22,3,226,43,215
788,0,7,0,1,0
789,4,6,1,2,0
790,2,3,3,1,0
791,1,0,0,0,0
792,11,28,2,5,0
793,3,6,0,26,0
794,2,4,6,4,0
795,3,0,6,4,0
796,9,7,5,4,0
797,8,1,9,17,0
798,1,1,13,3,0
799,27,3,227,46,151
800,1,1,5,23,0
801,6,1,24,5,10
802,6,13,13,0,0
803,1,2,10,8,0
804,6,27,3,10,3
805,0,4,0,0,0
806,1,2,0,1,0
807,3,2,24,78,0
808,8,4,14,5,0
809,4,12,20,67,0
810,3,6,8,33,0
811,3,2,20,11,7
812,4,6,110,0,0
813,4,2,18,99,1
814,1,1,0,0,0
815,14,2,207,20,172
816,0,0,0,1,0
817,2,0,4,14,0
818,0,2,5,11,0
819,5,11,62,94,0
820,2,0,7,0,0
821,23,10,193,43,172
822,7,11,132,36,0
823,1,0,30,76,0
824,18,7,118,47,117
825,4,8,60,14,0
826,1,0,0,0,0
827,1,3,7,3,0
828,1,0,16,36,0
829,0,0,28,75,0
830,2,0,9,23,0
831,43,16,169,58,117
832,1,3,0,0,0
833,3,0,59,13,7
834,3,0,21,12,0
835,2,0,30,0,15
836,1,2,0,0,0
837,1,0,5,4,0
838,10,0,32,4,14
839,3,0,10,3,0
840,7,0,27,5,22
841,16,6,144,3,124
842,1,3,30,35,8
843,2,2,41,39,0
844,3,2,52,15,7
845,4,0,0,0,0
846,0,4,21,11,0
847,10,4,79,6,45
848,2,2,3,3,0
849,42,5,681,26,529
850,0,2,0,0,0
851,1,1,0,0,0
852,4,1,18,7,2
853,3,3,32,55,0
854,4,2,0,0,0
855,3,16,0,1,0
856,4,5,149,50,0
857,30,2,246,13,205
858,3,23,15,114,0
859,0,0,2,5,0
860,1,3,12,13,0
861,10,8,31,109,0
862,4,2,22,6,3
863,5,3,41,64,3
864,11,2,280,211,2
865,1,0,25,52,0
866,4,4,7,6,0
867,8,2,106,11,86
868,23,3,131,8,124
869,3,2,18,59,0
870,2,0,3,31,0
871,1,0,0,22,0
872,3,0,23,50,0
873,8,0,36,8,21
874,3,2,20,17,0
875,5,8,21,67,0
876,6,7,68,69,21
877,4,2,36,16,0
878,0,1,0,0,0
879,1,0,1,2,0
880,4,9,26,10,0
881,0,0,4,0,0
882,16,3,98,8,66
883,2,4,3,74,0
884,5,2,46,1,37
885,1,6,0,37,0
886,1,1,24,26,0
887,1,4,1,0,0
888,6,0,79,6,45
