train_id,adult_males,subadult_males,adult_females,juveniles,pups
494,13,3,92,14,61
495,2,1,4,0,0
496,4,7,59,30,0
497,6,3,44,17,13
498,6,2,21,0,0
499,1,0,7,5,0
500,5,3,67,43,5
501,16,4,64,13,16
502,4,2,1,1,0
503,3,0,9,35,0
504,4,10,20,19,13
505,2,0,29,6,1
506,8,0,30,4,24
507,5,2,15,12,0
508,3,1,24,16,0
509,2,0,0,0,0
510,2,2,0,2,0
511,0,1,0,0,0
512,7,0,81,36,7
513,15,1,52,4,44
514,1,4,2,8,0
515,10,2,164,9,115
516,1,5,0,0,0
517,22,21,40,11,1
518,4,1,12,2,0
519,3,2,0,0,0
520,3,2,0,6,0
521,4,6,8,2,0
522,2,14,36,21,0
523,3,1,16,47,0
524,2,2,18,34,0
525,3,0,5,4,0
526,1,4,31,0,0
527,2,0,11,14,0
528,1,0,13,13,0
529,2,3,52,46,0
530,5,3,3,1,0
531,1,8,9,1,1
532,3,3,20,28,0
533,13,17,133,32,102
534,0,3,0,3,0
535,14,3,87,21,39
536,2,2,29,41,0
537,1,2,0,38,0
538,3,0,33,42,0
539,3,4,31,68,0
540,6,5,68,6,88
541,1,0,0,0,0
542,0,0,6,8,0
543,2,2,0,0,0
544,5,3,66,30,1
545,4,0,9,17,2
546,19,9,113,24,105
547,2,3,0,0,0
548,0,0,30,13,0
549,0,0,11,9,0
550,2,5,0,0,0
551,4,2,21,9,7
552,2,1,19,3,0
553,3,12,24,24,0
554,3,1,116,97,0
555,6,3,26,0,16
556,0,0,24,33,0
557,3,5,0,0,0
558,21,10,130,15,16
559,1,4,0,0,0
560,2,2,3,1,0
561,7,0,4,0,3
562,2,1,4,16,0
563,3,0,1,5,1
564,31,13,200,75,264
565,5,31,13,11,0
566,1,1,21,30,0
567,47,16,322,41,300
568,22,14,134,116,43
569,1,1,0,0,0
570,1,2,32,58,0
571,0,1,1,0,0
572,2,0,28,14,0
573,5,4,30,47,0
574,0,0,1,0,0
575,2,1,32,15,0
576,3,8,1,5,0
577,0,1,19,27,0
578,9,4,38,92,0
579,3,17,0,0,0
580,2,3,1,0,0
581,12,4,105,203,2
582,4,6,2,5,0
583,15,5,288,11,211
584,2,3,14,3,0
585,2,0,12,24,0
586,1,5,0,0,0
587,5,5,17,12,0
588,2,1,32,13,0
589,3,0,1,0,0
590,4,6,15,2,1
591,2,1,35,22,0
592,8,18,79,25,0
593,14,12,88,47,38
594,5,23,98,25,0
595,6,2,27,5,12
596,5,6,20,1,21
597,6,2,32,1,38
598,6,0,0,0,0
599,7,6,38,1,20
600,28,5,149,11,129
601,1,0,0,0,0
602,1,1,0,0,0
603,11,4,18,1,0
604,10,9,75,1,57
605,2,0,0,0,0
606,2,2,0,0,0
607,4,3,1,6,0
608,5,1,39,15,23
609,1,0,0,0,0
610,3,1,20,7,0
611,2,2,34,2,0
612,6,18,85,17,40
613,2,2,0,0,0
614,4,12,31,81,2
615,8,3,33,8,0
616,1,2,70,102,0
617,1,9,0,0,0
618,1,5,0,21,0
619,2,2,22,9,0
620,10,7,73,50,66
621,1,1,11,3,0
622,1,2,0,1,0
623,5,0,56,0,41
624,2,0,19,49,0
625,2,25,0,13,0
626,1,7,11,26,0
627,0,3,0,0,0
628,2,3,0,18,0
629,1,3,0,8,0
630,5,3,21,1,17
631,4,6,14,7,9
632,0,1,0,0,0
633,5,8,0,0,0
634,1,1,21,25,0
635,1,0,1,4,0
636,2,3,17,49,0
637,8,6,245,20,0
638,1,4,9,11,0
639,18,15,130,67,71
640,0,9,0,2,0
641,0,4,4,14,0
642,4,1,1,0,1
643,0,3,4,31,0
644,5,4,16,0,0
645,0,4,21,19,0
646,1,1,11,58,0
647,5,25,0,10,0
648,1,0,0,16,0
649,20,3,112,23,118
650,4,1,5,0,3
651,16,10,43,6,21
652,7,6,6,4,2
653,3,7,19,45,0
654,15,1,94,16,83
655,17,5,160,8,162
656,2,1,24,9,0
657,1,2,6,9,0
658,1,2,3,2,0
659,17,4,89,45,54
660,6,12,0,0,0
661,3,34,0,59,0
662,0,8,0,13,0
663,1,0,1,0,0
664,5,5,34,7,28
665,1,1,0,0,0
666,0,0,15,45,0
667,3,10,7,2,0
668,3,1,5,1,0
669,1,0,2,0,2
670,2,4,0,2,0
671,1,1,2,0,0
672,1,0,0,14,0
673,18,13,39,2,14
674,9,4,81,7,23
675,12,10,91,19,158
676,8,4,25,10,10
677,7,0,38,51,0
678,26,6,168,25,105
679,3,0,19,38,2
680,2,4,39,18,0
681,4,21,1,7,0
682,3,7,0,3,0
683,1,2,19,50,0
684,6,3,0,0,0
685,4,7,5,3,0
686,2,3,10,5,0
687,13,2,85,7,21
688,9,1,57,7,35
689,5,5,53,30,0
690,1,4,16,2,1
691,13,3,39,1,42
692,1,3,15,10,0
693,8,1,51,7,24
694,19,6,164,7,109
695,8,0,41,5,45
696,6,39,4,85,0
697,6,2,68,100,0
698,3,4,3,19,0
699,13,6,103,18,66
700,13,4,104,11,77
701,1,4,3,28,0
702,1,3,0,0,0
703,4,0,12,0,8
704,4,6,0,0,0
705,1,0,0,0,0
706,1,1,0,0,0
707,0,3,9,0,0
708,9,36,0,2,0
709,2,3,0,0,0
710,1,1,0,8,0
711,4,3,1,0,1
712,9,4,20,8,2
713,33,5,228,38,176
714,6,1,23,6,14
715,12,5,113,13,91
716,6,3,51,496,0
717,32,10,269,30,183
718,1,0,11,19,0
719,17,6,251,17,225
720,0,5,0,0,0
721,6,0,24,8,2
722,3,1,9,5,0
723,0,4,0,0,0
724,6,1,16,6,12
725,8,1,35,19,18
726,2,0,19,29,0
727,5,17,51,139,0
728,0,0,20,34,0
729,1,0,0,0,0
730,3,0,12,85,0
731,18,2,144,13,119
732,3,15,0,7,0
733,9,19,53,58,0
734,2,2,2,0,0
735,0,1,0,72,0
736,4,4,26,2,6
737,0,1,20,19,0
738,1,1,1,0,0
739,2,1,0,0,0
740,12,0,161,15,130
741,1,4,24,5,0
742,7,1,113,28,0
743,0,1,0,1,0
744,28,8,213,5,138
745,20,0,139,12,114
746,3,4,51,4,49
747,8,2,25,2,29
748,2,3,0,0,0
749,2,3,0,1,0
750,0,0,3,3,0
751,3,1,45,4,0
752,0,3,95,22,0
753,17,8,88,18,10
754,11,5,211,211,0
755,41,8,288,22,230
756,1,2,0,0,0
757,3,4,0,10,0
758,3,18,12,5,0
759,3,2,23,1,18
760,7,2,40,4,36
761,4,4,37,3,26
762,10,0,49,1,42
763,11,5,8,0,0
764,4,3,89,106,0
765,3,0,7,0,0
766,1,0,1,8,0
767,1,0,0,0,0
768,2,1,0,0,0
769,4,12,13,74,3
770,9,3,56,30,57
771,11,6,48,54,12
772,20,10,260,40,151
773,6,1,56,51,0
774,12,1,60,14,31
775,5,11,14,3,10
776,7,0,57,7,56
777,1,0,0,0,0
778,3,0,48,43,1
779,15,4,68,28,20
780,3,0,16,3,0
781,1,3,6,20,0
782,1,6,0,5,0
783,5,3,2,4,0
784,3,0,35,33,0
785,4,5,26,39,0
786,1,0,4,7,0
787,2,0,0,0,0
788,4,3,44,4,41
789,1,0,3,2,0
790,30,10,305,11,210
791,2,7,29,12,0
792,2,4,0,0,0
793,3,1,0,1,0
794,0,2,3,0,0
795,4,7,4,0,0
796,15,9,49,4,35
797,4,3,15,9,8
798,2,10,4,32,0
799,3,2,6,1,0
800,0,4,0,18,0
801,22,3,226,43,215
802,0,7,0,1,0
803,4,6,1,2,0
804,2,3,3,1,0
805,1,0,0,0,0
806,11,28,2,5,0
807,3,6,0,26,0
808,2,4,6,4,0
809,3,0,6,4,0
810,9,7,5,4,0
811,8,1,9,17,0
812,1,1,13,3,0
813,27,3,227,46,151
814,1,1,5,23,0
815,6,1,24,5,10
816,6,13,13,0,0
817,1,2,10,8,0
818,6,27,3,10,3
819,0,4,0,0,0
820,1,2,0,1,0
821,3,2,24,78,0
822,8,4,14,5,0
823,4,12,20,67,0
824,3,6,8,33,0
825,3,2,20,11,7
826,4,6,110,0,0
827,4,2,18,99,1
828,1,1,0,0,0
829,14,2,207,20,172
830,0,0,0,1,0
831,2,0,4,14,0
832,0,2,5,11,0
833,5,11,62,94,0
834,2,0,7,0,0
835,23,10,193,43,172
836,7,11,132,36,0
837,1,0,30,76,0
838,18,7,118,47,117
839,4,8,60,14,0
840,1,0,0,0,0
841,1,3,7,3,0
842,1,0,16,36,0
843,0,0,28,75,0
844,2,0,9,23,0
845,44,16,173,58,117
846,2,4,7,16,0
847,1,3,0,0,0
848,3,0,59,13,7
849,3,0,21,12,0
850,2,0,30,0,15
851,1,2,0,0,0
852,1,0,5,4,0
853,8,0,32,4,14
854,3,0,10,3,0
855,7,0,27,5,22
856,16,6,144,3,124
857,1,3,30,35,8
858,2,2,41,39,0
859,3,2,52,15,7
860,4,0,0,0,0
861,0,4,21,11,0
862,10,4,79,6,45
863,2,2,4,3,0
864,42,5,681,26,529
865,3,11,123,31,0
866,0,2,0,0,0
867,1,1,0,0,0
868,4,1,18,7,2
869,3,3,32,55,0
870,4,2,0,0,0
871,3,16,0,1,0
872,4,5,149,50,0
873,30,2,251,13,205
874,3,23,15,114,0
875,0,0,2,5,0
876,1,3,12,13,0
877,10,8,31,109,0
878,4,2,22,6,3
879,5,3,41,64,3
880,11,2,280,211,2
881,1,0,25,50,0
882,4,4,7,6,0
883,8,2,106,11,86
884,23,3,132,8,124
885,3,2,18,59,0
886,2,0,3,31,0
887,1,0,0,22,0
888,3,0,23,50,0
889,8,0,36,8,21
890,3,2,20,17,0
891,5,8,21,67,0
892,6,7,68,68,21
893,4,2,37,16,0
894,0,1,0,0,0
895,1,0,1,2,0
896,4,9,26,10,0
897,0,0,4,0,0
898,16,3,99,8,65
899,2,4,3,74,0
900,6,2,46,1,37
901,1,6,0,37,0
902,1,1,24,25,0
903,1,4,1,0,0
904,6,0,79,6,45
905,6,4,29,6,24
